unused,unused,topic,songFragment
,,money,"Znowu miałem żyć ale znowu umieram I nie wiem, co się dzieje ze mną  Ona leży zapatrzona w iphone'a  I wbija szpony w moje plecy drugą ręką  moi ludzie dolewaj coli do wódki bo ciągle tu za nimi węszą mam"
,,money,"tylko nie mów mi że nasz nie znasz puszczam nowy hit na osiedla szminki patrzą się jak na  breaka robię sobie cash, czarna beta  z kartelem sos robię sajperek sztos hip-hop nigdy stop, robimy nowy pop nowy"
,,money,"robimy to dla siebie, nie dla kogoś bloki wypełnione są na co dzień życia prozą życzę sukcesów ziomek i widzimy sie na Rodos siema, naraz, do zo! siema, naraz, do zo! do zo! do zo! do zo! robimy to dla"
,,money,"zwiedzam emocje jak Wall-e  świat mówcie mi w ryj, co boli was wyjdź ze swymi pomysłami piękna i bestia to my sami zwiedzam emocje jak Wall-e  świat mówcie mi w ryj, co boli was wyjdź ze swymi pomysłami piękna"
,,money,"raz, hej  brud i syf kiedy robię sobie wake up  po wypadzie nocą  znów ten blichtr zawsze go pragnąłem teraz nie wiem po co  chu* wie kim bym był gdyby nie idole, którzy już poumierali trochę dziwnie sie"
,,money,"to nie błąd kiedy wchodzę znowu robię z nimi sport ty dziś nie otwieraj nikomu nie wychodź poza dom robię to dla moich ziomów,  tych gdzie mój pierd* blok    kiedy wchodzę znowu robię z nimi sport kiedy"
,,money,(Yo)(Aha)(Okay!) Wiele osób o mnie pisze w sieci a mi za to wpada tutaj znów sub wygrywamy sobie internety od kąt wjechaliśmy z tym na youtube nowy filmik sobie znowu wleciał przez te okno zrobie puk puk
,,love,"Jak dobrze że jesteś obok mnie Czas sprawił że znów mogę dotknąć Cię Samotność w moich snach już nie dręczy mnie Od kiedy jesteś przy mnie chce Zapomnieć te dni, dni smutne i złe Nie opuszczaj nigdy mnie  Wszystkie"
,,love,"1. Nie wiem skąd serce od razu wiedzialo,     że jesteś szczęściem, na które czekało,     cichutko nucąc mi, to właśnie ty.      Nie wiem skąd tak wielka magia w twych oczach,     że śnię o tobie kochana"
,,love,"Brakuje mi ciebie, nie wiem czy tobie mnie tak. Jakoś tego nie widać i jak mam ci ufać? Odchodziłam z lekkim uśmiechem, Lecz w oczach miałam łzy, bo wiesz , że w moim sercu na zawsze będziesz ty. Najbardziej"
,,love,Spadł już śnieg na dachy miast Już w szybach się odbij latarni blask Choinek woń roznosi się  I każdy dłonie przy kominku ogrzać chce Ludzi tłum i wystaw czar Już mróz maluje w oknach ten pejzaż dnia Srebrny
,,love,"Przeglądam stare zdjęcia, widzę Ciebie z tamtych lat. Ta śmieszna szkolna miłość w sercu zostawiła ślad. Mała ławka nad jeziorem, a na ławce Ty i Ja Tak biją małe serca dwa!  Patrzę w Twoje oczy, a w nich"
,,love,"Jesteśmy w d Ze sobą, ale sami Jesteśmy w d Co zrobiliście z nami? Jesteśmy w d I bierze nas cholera Jesteśmy w d A miłość nie wybiera  Jesteśmy sami Samotnym się zostaje Jesteśmy w d Dwa serce i dwa kraje Jesteśmy"
,,love,Nigdy bym się nie spodziewał ze ten wybór będzie tak nieoczywisty Z domu dostałem tak spójny wzorzec Mój ociec w moim wieku miał dwuletniego syna A ja dalej lawiruje w labiryntach próżnych stworzeń Co
,,love,"Ref. Powiedz jak to sie stało, że los szanse nam dał Ja dla Ciebie, Ty dla mnie, razem na reszte lat Nie wiem jak to możliwe, miłość puka do drzwi Stare rany wyleczy, moge na nowo żyć  I.Dzień za dniem,"
,,love,zabiorę cię na na koniec świata już dziś i jedno chcę byś ty mówiła mi  że kochasz mnie te chwile dobre i złe a miłość w nas narasta cały czas cały czas  gdy wstaje rano myślę o tobie mam cię w sercu i
,,love,"Nic nie jest tak dobre jak nasz Pan, Nic nie jest tak piękne, tak wielkie Jak miłość, którą dał.  Nic nie ma lepszego jak nasz Pan Nic nie jest tak dobre, cudowne jak miłość, Którą dał.  Raz rolnik orał"
,,money,Jaka jest twoja historia opowiedz mi jaka ile już słyszałeś opowieści o Polakach? czy mieszkają w barakach czy w najdroższych dzielnicach wszyscy żyjemy tu łączy nas okolica Jaka jest twoja historia kur**
,,money,"o czym myślisz kochanie, jak jesteś tu sama? gdzie jest twoje ubranie? nie chce nic uprawiać jednana uprawa znowu w planie, jak marihuana a tak nienawidzisz jarania powiedz co cię dziś jara  o czym myślisz"
,,money,"WSTAWKA: Je, aha, okej   (Numer 1)  Wiele osób o mnie piszę w sieci a mi za to wpada tutaj znów sub  wygrywamy sobie internety odkąd wjechaliśmy z tym na youtube, nowy filmik sobie znowu wleci, a ja przez"
,,money,"popatrz chłopak w lustro chciałbyś być jak bóstwo odpierd* , mieć e fury, szklane domy świat poukładany w jedną całość każdy błąd z przeszłości z życiorysu wymazany wiele mógłbyś zmienić lub co masz docenić wiesz"
,,money,"((Życzę Ci żeby wszystko się udało, między nami było si,niczego nie brakowało, byś mogła żyć pełnią,jakbyś tego chciała,jakbyś tego chciała))  Życzę Ci żeby wszystko się udało, między nami było si,niczego"
,,money,"lecę bokiem na gondoli kopce jacka, piję bomby wszystko sie zgadza mącę schemat każdej szkoły pierd* w necie story moich nie ogarną głowy co dopiero twoje ziomy co dopiero telefony podziurawiony jak Biggie tu"
,,money,"Śmigam w dresie, pale skuna niepotrzebna mi była matura na komforcie bujam się, bujam ustawiam Tryb komfort inni chcą się ze mną ścigać a ja tylko proszę bongo, chwila  chcieliby miłosne teksty, ja głęboko"
,,money,to nasza chwila w naszym życiu roli juz nie gra czas pędzimy gdzie chcemy lecimy tam gdzie poniesie nas wiatr nikt nas juz nie zatrzyma to nasza  ekip to nasza ekipa to ona i ja to nasza chwila w naszym
,,money,"tak to wygląda mordeczko ze wszystkim często tracimy, by potem liczyć zyski często nie wpada nic do pustej miski żeby coś wpadło musisz rozerwać zaciski pieniądze nie sa wszystkim teraz weź mi powiedz albo"
,,money,znowu biorę kruszę skręcam chce poczuć ten stan białe kryształki z topów osiadając na mych rzęsach ty już nie wkręcaj medykament czemu za to sąd wciąż chce skazywać na zamek mnie  doktorku recepta mam
,,love,"DAM JEJ BIAŁY WELON I OBRĄCZKI DWIE pójdę z nią przed ołtarz,  bo nie wstydzę się bo taka miłość zdarza się tylko raz  ja klęka dziś przed tobą o rękę proszę cię masz oczy pełne łez nie zastanawiasz się dla"
,,love,"Pokochałem klozet babcie miała nogi, czarne kapcie, buty, fartuch, sztuczną szczęke obiad gotowała z wdziękiem. Znała parę mocnych chwytów, była mistrzem emerytów, na koszulce napis wielki:""Zdobyć Zdobyć"
,,love,"1.Czuję co się święci(co?) Opętał ich zły duch(oo...) Dam głowę, że w tym naszym trio, Zostanie tylko dwóch(ee...) Ta noc karesom sprzyja, Miłosny tchnęła czar,  W tej sytuacji romantycznej, Co będzie"
,,love,"(utwór z repertuaru Grażyny Łobaszewskiej)Brzydka ona, brzydki on Mała stacja, kiepski bar A oni przytuleni, jakoś niezwykle tak Jakby się miał utlenić nagle świat I gdzieś w jeziorach renic światła na"
,,love,"Jesienne kwiaty szron pobielił I wiatr zabrał liście brzóz, A noc zasnęła w tej pościeli, Którą jej przyniósł pierwszy mróz. Stanęła północ oniemiała. Ruszył korowód białych pni, Gdy w Twoich oczach się"
,,love,Refren : Ta noc nie skończy nigdy sięGdy jesteś blisko obok mnieTa noc jak taniec naszych nagich ciałDla ciebie swoją miłość dam1. Wtul się w moje ciałoNiech noc oddycha w lekkich nutachOtul swoim ciepłem
,,love,"Gdy brak radości, gdy zacznie cię złościćJak kiepski żart twe życie szare Spróbuj kolego o zmierzchu dnia złego Pamięci kart obrócić parę. Niech tamten wrzesień śpiew traw ci przyniesie I ziół zapach w"
,,love,"On:Znowu mojej dłoni boisz sięSkrywasz oczy za zasłoną rzęsBo za wcześnie powiedziałem, żeZ Tobą poprzez życie kroczyć chcęOna:Nie wyznanie przeraziło mnieNie namiętność, którą skrywasz w nimMilczę jeszcze,"
,,love,REFREN: Jeśli w szukaniu Bożej mądrości Ufać Świętemu Augustynowi Miłość - to wybór drogi miłości I wierność wyborowi.. Czym klęska i czym wielkie brawa Czym leczyć gorycz bezradności Czym sukces i czym
,,love,Trzymajmy wszystko w tajemnicyNiech nie wie niktO tym że znamy sięŻe spotykamy się w ukryciu od tylu dniŻeby znów siebie miećTa miłość tajna jestNie może wydać sięJak tajni agenci znówUstalmy hasło z nowych
,,money,"taki dzień taki dzień  zapaliłem skuna na jej klatce muszę odetchnąć, bo zabija mnie 400 spraw minąłem streetwearowców w masce wychodzą nocą i udają ze nie lubią braw podbiłem 5 koła na stawce jak wpadnie"
,,money,"To był rok 2000 on zaprosił mnie pierwszy Bym dopisał swe wersy na jego debiut wdzięczny Świntuch co rucha i gustuje w tłustych bitach Magiera zrobił remix, więc jestem z wami kwita Szybko zwrotka wbita"
,,money,Kukułeczka kuka Romek chłopca szuka Jak go znajdzie w słomie chuja mu połomie Ale mu wyjebie coś mi się zdaje że mu kurwa mordę zleje Tą chusteczkę coś mi dała wyjebałem wyjebałem Żebyś kurwo nie myślała
,,money,"Marzę o tym żeby móc na widok policjanta  Odetchnąć z ulgą i pomyśleć, że jestem bezpieczny  997 ten numer to kłopoty  Gdy wydarzy się incydent to pojawia się konfident  Dzwoni 997 i wszystkich sprzedaje"
,,money,Piękna jak te z okładek gazet Niewinna choć wie że dzięki urodzie da radę Skromna na zewnątrz w środku Armani i Chanel Masz czułość i kłamstwa serialowy baranie Metamorfoza krótki seans wzdychania Metka
,,money,Styl warszawskich ulic reprezentuję Styl warszawskich ulic Reprezentuję styl warszawskich ulic Chcesz jeszcze każdy za coś buli Podwórka pełne żuli i narkomanów Brudne dzieciaki kontra dzieci bananów To
,,money,Budź się już czternasta to dla mnie świecą światła miasta cel nagrywać Rap i basta zarobionym hajsem szastać realizuj w głowie myśli analizuj pracuj masz dar do Rapu dzieciaku rapuj oczy przetarte z sąsiadem
,,money,"Ref. Na Europy peryferiach świat mówi hiphop Killaz Group, yo, mówi hiphop KASTA Skład mówi hiphop, mówi hiphop Zuluneiszyn mówi hiphop Na Europy peryferiach świat mówi hiphop DonGuralEsko mówi hiphop"
,,money,"Poprzez piaskownice, boiska i nagraniaPoprzez ławki szkolne i codzienne spotkaniaMoi powiernicy prosto z Mazowsza stolicyZ tej najbliższe okolicy Ci ubodzy zawodnicyZ nimi zawarte przymierze, są już na"
,,money,"Kasa, kasa wielu się wyprzeKasa, kasa wielu się wyprze Czas to pieniądzWięc daj mi trochę czasuTylko nie rób hałasuŹle interpretujesz słowaBo już moja w tym głowaSamo życie jakoś płynieCo ma minąć to minieOwal/Emce"
,,love,"Wola istnienia, moc przenoszenia wiarą gór, Dziecięca siła, nie ma w niej strachu. To jest to, to jest to, to jest to, to jest to...To jest to, czego nie odda nic, Miłość, pieniądze, sława, Kiedy los wszystko"
,,love,"Moje życie daleko gdzieś, Moje życie odchodzi w dal. Matka z ojcem nie kupią mi, Tak pięknego nie będe miał. Świat już ucieka z pod skrzydeł I znika moja kochana. ref. Daj mi drugie takie życie,  Daj mi"
,,love,"Wesoło, bracia, wesoło!  Pochwyćcie za te puchary.  Dzban pełny. Usiądźcie w koło,  Miłości palcie ofiary.  Miłość śpiewanie i wino  Są życia rozkoszą jedyną.  Miłością cały świat płonię,  Miłość jest"
,,love,"Miłość zesłał nam los ,                A mnie obiecał raj                Byłem jak inny ktoś               Z nadzieją na życie naj       Ref:   Sonet , sonet dla miłości                Choć poeci opiewali"
,,love,Coraz mniej o sobie wiemna smyczy słów prowadząc myślcoś od środka zmienia mniekiedy słyszy jak mam żyćw tańcu pragnień gubimy skarbwolne dzieci zamkniętych miastzabawkami zwodzę lękświat za rękę łapie
,,love,"Wciąż szukam Twych dróg I ścieżki twej Wśród tylu jasnych pól W noc i w dzień Nad miastem już mgła,  gdzie znajdę Cię? Jest we mnie ból i żal, noc i dzień. No bo nad nami płynie miłość, obłok, łza Miedzy"
,,love,"Kiedy dzień pożegnał niebo, Zobaczyłam smutną twarz. Moje lustro nie kłamało, Tak to ja. Pomyślałam to nieprawda, Zamiast marzeń były łzy. Pomyślałam to nie byłeś chyba Ty. Mogło być dobrze, ale nie było."
,,love,"Zobacz to już jesień, W złotym deszczu tonie świat. Może nam przyniesie, Z tego lata barwny slajd. Jesteś blisko tak, Tak blisko jesteś wciąż. Może czujesz to, To samo czuję ja. (x2) Może pusta plaża,"
,,love,"Jezu, to znowu się stało Zakochałem się Aż mnie cos zabolało Tylko, z daleka jej ciało A sam widok To dla mnie za mało Ona, uśmiecha się do mnie Ale czy myśli o mnie Ref.: Kocham Cię moimi myślami Całymi"
,,love,"(Jezus)Jezu, to znowu się stało Zakochałem się Aż mnie cos zabolało Tylko, z daleka jej ciało A sam widok To dla mnie za mało Ona, uśmiecha się do mnie Ale czy myśli o mnie Ref.: Kocham Cię moimi myślami"
,,money,"Czy tnie masz żadnych uczuć, no nie masz?- Mam Gniew.Hans:Przypływ mądrości mierzy się upływem żółciTy jesteś młody i głupiZbyt często lubisz się upićJak pies zaszczuty, który w każdym widzi wrogaGniewem"
,,money,"Na co przykleiłaś te rzęsy? Na butapren? Daj spokój dziewczyno i tak nie jesteś wampem. Czym podkreśliłaś oczy? Akwarelą? Weź odbij dziewczyno to nie twój rejon. Nie wystarczy na siebie wylać wode, chyba"
,,money,"We came from district laying very far from here So we don't understand these rules you gotta here So I've had spoke him pope visiting you're at countryside There is no city we can buy only bottle of wine Nobody"
,,money,"REF: Ty chcesz to mieć ja musze to mieć ka I DM pięć platynowe sombrero nakładam raperom na głowe mój styl mój syf,mój rap to co robię go tak x2 Mój dobry ziom to don Perinią w lodzie, droga odzież,to"
,,money,Kochać to nie znaczy zawsze to samouważaj ziomek bo ta suka leci na twoje sianoco znaczy kochać poznać jej nie danozweryfikuj wtórnie może sypiasz z blacharąOn zarabiał grubo ona sie cieszyłaza jego pieniądze
,,money,"Ref: Na czas znowu nie zdążyłem (nie, nie) Znowu się spóźniłem (o tak, tak) x3   Idę na spotkanie ze składem, znowu się spóźniam Szybkim ruchem ręki pasek czasomierza rozluźniam Bo głośno tak jak kuźnia,"
,,money,"Dałeś doskonały przykład, jaki być nie powinienem, czy różnimy sie znacznie? Tego nawet ja nie wiem, ale obiecałem sobie, że coś w tym życiu zmienię, nie wiem czy mi wyjdzie, lecz się staram być człowiekiem."
,,money,"Ej, czy muszę cię pytać o hajs No skądże przecież wspominasz o nim co każdy koncert Użalasz się nad losem biednych raperów Wiesz uliczniku ty lepiej nic już nie mów Twoje slogany straciły ważność w dniu"
,,money,Uroki miasta których jest mnóstwo Wiem jak jestem bo patrze w lustro I wiem jakie jest miasto bo w nim żyję Ursynów lokalizacja z tym się nie kryję Rąk nie umyje kiedy nie trzeba Wiem kto jest wróg a kto
,,money,"Pamiętam dobrze, ten pierwszy raz i te pierwsze spojrzenie,Które wystarczyło, aby wzniecić płomienie,Gdy ktoś spytał, ""czy chcesz być z nią?""Odpowiadałem, że nie. Miało miejsce jedne spotkanie i zmieniłem"
,,love,Gdzieś na obrzeżach wielkiego miasta Gdzieś na jego przedmieściach W przyczepach campingowych kochają się Handlarze parówkami i sprośnymi obrazkami To oni moja siostro za nasze pieniądze Uprawiają miłość
,,love,"Nie umiałem kochać cię Choć wróżono wielką miłość nam Uciekałem w słowa złe Uwierzyłaś i zostałem sam Głupi szczeniak ze mnie był Drwiłem z uczuć krzycząc 'wolność łap!' Ranny wilk w duszy wył Co w potrzasku"
,,love,Wędrują anioły po stole ich czystość wątpliwa przejrzystość a dla mnie ważniejsza jest bliskość na dole tu nie w byle jakim niebie zielony wygrywa z niebieskim jak trawa z gwiazdami i niebem i jak głód
,,love,"Znów siedzę sam wśród czterech ścian Już zamknięty czas wspólnych dni To już koniec, koniec To był tylko sen, piękny sen Znów słyszę głos, wciąż jeszcze trwa Choć brak mi sił by powiedzieć, że To już koniec,"
,,love,"1. To tylko żart a tyle barw jakieś ognisko i dłonie blisko. Nie chciałem źle, przyrzekam że na bucie żaba to kumpla sprawa Potem były przeprosiny bukiet kwiatów i pokrzywy Ty płakałeś ja sie śmiałem miłość"
,,love,"To był mój pierwszy ktoś. Chłopak z fryzurą jasno blond. Zjawił się nie wiem skąd. Przystojny taki jak James Bond. W moje życie nagle wszedł, Zmienił treść, szarych dni, Jeszcze dziś trwa ten film. Mamy"
,,love,"Dzięki Ci Panie z całego serca Twa obietnica przewyższyła Twoją sławę, Gdy Cię wzywałem, Tyś mi odpowiedział Dałeś mej duszy moc i odwagę O Panie, chwalić Cię będą Królowie całej ziemi Usłyszeli Twe słowa Śpiewać"
,,love,Ref.:Teraz nie ma już nas Zgasła miłość i czas Ktoś rozwiał nasze marzenia Będę do ciebie biegł  Szukał każdego dnia Wiem że ty czekasz na mnie /2x 1. Moja nadzieja powoli roztapia dziś się Na twoje zdjęcie
,,love,"Żyjemy, błądzimy, biegniemy, tańczymy I wszystko to na nic, ucieka przed nami Znów W pół kroku, w pół skoku, czy burza, czy spokój  Po ciemku chodzimy, po cichu krzyczymy Tu Gdzie przyjaźń Ta podziała"
,,love,"Dziś jestem z tobą, tak pragnę twoich ustCzuję się jak w niebie (x2)Tak wiem, tak wiem, na miłość nie ma mocnychNie ma powodu aby dalej mijać sięJuż czas, już czas, ta noc pokaże namCzy ma to jakiś sens,"
,,money,Obraz szarej codzienności wyczytasz to z tych oczu Nie poraz pierwszy idąc po stromym zboczu Musze przetrwać nie zależnie od nikogo Iść swoją drogą nie dać satysfakcji wrogą Są tacy co pomogą sprostać
,,money,"Tak się nie robi, nie wiesz o tym ? aa.. Tak się nie robi aa.. Ej ! Pele Ziomek podał Ci dłoń kiedy byłeś na zakręcie, gdy on się potknął obróciłeś sie na pięcie. Nie kiwniesz palcem, jeśli nie dostaniesz"
,,money,Ref.: Sława zawsze coś za coś Szacunek zawsze coś za coś Uznanie zawsze coś za coś Jeśli komuś uczynisz zadość Przyjaźń zawsze coś za coś Litość zawsze coś za coś Miłość zawsze coś za coś (nie mów że ja
,,money,"Ref.: (tak)To jest wyścig, którego wynik jest oczywisty, choć na starcie stoją wszyscy, tylko mistrzowie są mety bliscy Życie to wyścig, nieprzemyślane ruchy i genialne pomysły wytężaj zmysły! x2 Tak,"
,,money,"E, co jest? Razem wspieramy ten projekt To nie wyścig zbrojeń Płonie czysty ogień Wobec bystrych co dzień Człowiek - jestem szczery Ej, kapuj szeryf Widzisz - skromnie żyjemy Kiedyś, już nie itnieje Kiedyś,"
,,money,Wilczy apetyt zaślepił ludzki umysł  Wilczy apetyt zaślepił twój umysł  Rozumy ludzkie stłumił wciągnął w swą młuckę  Po to by poznać nauczkę by błąd rozważyć  By strawić do bliźnich wrodzoną nienawiść
,,money,One idą tam gdzie prowadzisz je słowami  Zbierają kurz ulic tymi samymi butami  I plamią ubrania z identycznymi metkami  Kierują się liryką jak prawnicy wykładami  Wyroczniami dla nich kolejne nagrania
,,money,"Refren 1: Hello, I am John from America, I came here recently to see a dziwka, but all I can see, is a bunch of fat legs; I lost my hope, and now I dont care. Hello, I am John from America, I came here"
,,money,"Czwarta trzydzieści rano miejski organizm się budzi By rozpocząć masz robotów, tłumy bezimiennych ludzi Podążają do pracy, gdzie czas jest życia złodziejem Oni patrzą ale nie widzą co się wokół nich dzieje To"
,,money,"Mam wiele powodów żeby ciągle iść do przodu Trzy z nich witam od progu gdy wracam do domu i Uwierz mi ziomuś, nie mogę spuszczać z tonu,  Bo przyzwyczajone do pewnego poziomu są Tyś mą energią, ją biorę"
,,love,"Kiedy powiesz mi, że w sercu nie masz nicNie będzie, nie będzie mnieMożesz odejść już dziś, nie zatrzymam cięOn widzi wylaną krewA ja czekam, a ja czekam na Niego tuI będę czekałAż przyjdzie i uwolniI"
,,love,"Na krańcu świata chcę słyszeć Ciebie Niech wiatr przyniesie Twój głos, Twój lęk Zranione serce milczenia ostrzem Wciąż wierzy w miłość, szuka szczęścia Ref. Na białych skrzydłach uciec stąd Anioł wie,"
,,love,"ZAMYKAM OCZY, ODPŁYWAM W SEN. PRZESPAŁAM MOMENT I STRACIŁAM CIĘ, ALE... MOŻE KIEDYŚ ZNÓW ZAPRAGNIESZ KOLORU MEGO SNU. NIEPOSŁUSZNY DŁONIOM MYM GUBISZ SWÓJ BEZE MNIE RYTM, NIEPOKORNOŚĆ MOICH UST RANI CIĘ,"
,,love,"Twój słodki sekret  Twego serca dobrze wie, że nie mów kocham, gdy nie wierzysz w słowa te. Ref. Kochaj całym sercem, kochaj całą duszą, nie baw się miłością, miłość to nie gra. Kochać byle kogo nigdy"
,,love,Coś się stało ze mną znów Miałem nie kochać już Powiedziałem sobie dość Ale to nie odeszło I znów kolejny dzień Ukrywam się pod płaszczem łez Bo znów kocham Cię I mogę mówić że zapomniałem Ale nikt w to
,,love,"Jezu, to znowu się stało  Zakochałem się  Aż mnie cos zabolało  Tylko, z daleka jej ciało  A sam widok  To dla mnie za mało  Ona, uśmiecha się do mnie  Ale czy myśli o mnie  Ref.:  Kocham Cię moimi myślami"
,,love,"Wieczorne miasto to raj dla samotnych Tu znajdziesz swoje miejsce i odnajdziesz siebie Tu jest zabawa, przyjdź, zapomnij Oazy szukasz na pustyni nie Ty jeden Przyjdź, nie bądź samotny nocą Przyjdź, żeby"
,,love,"Ona i On to była miłość prosta  Złączył ich los i jedno słowo - zostań  Ona i On wierzyli w to, że razem będą żyć  Wierzyli w to  Ona i On znaleźli, ocalili ten czysty ton  Co każe się nie mylić, że Ona,"
,,love,"Dzielny anioł stróż skrzydłem zakrył głowę swą Tam księżyca nóż zniknął w dali hen za mgłą Pleć, pleciugo pleć, kto przyczynę życia zna Miłość jest bez słów, a muzyka sama gra Potraciła Kalina koroliki,"
,,love,"Kiedy Cię poznałem rtęć we włosach miałaś trzech, Jadłem hamburgera, antybiotyk teraz zżera mnie, Spacer wśród kominów, romantycznych dymów kwas, Nad mazutu rzeką połączył na wieki nas Jestem Twym amantem,"
,,money,"Puściły hamulce i spadam bez kontroli, W głowie ostro się pierdoli, a ciebie to zaboli, Frustracja mnie w tym szkoli, odcienie paranoi, Przeładuję broń, zacznę wymazywać gnoi, Upgradeuję kodeks prawny"
,,money,"Nie ma oni, jest tylko ona i on Ona dobra żona choć wciąż obrażona Bo to on przecież jest zły, nie zna bieli I dziś wcale nie musi się złościć żeby być tym złym On miał dość pieniędzy, ona miała dość jego Wzrok"
,,money,"Te osiedla żyją swoim życiem, kocham je za to, otwieram swoją pocztę, czytam - wzywa kurator. Drugi list, list z puchy od ziomka, pisze, że jak już odsiedzi swoje wróci i posprząta. Na tych osiedlach tu"
,,money,"Ema, nadaje BC, przykro mi, że recept  Na przyszłość nie znajdę w pierwszej lepszej aptece  Ubolewam, że nie ma chleba w trzecim świecie  Woda się nie przelewa, na obiad wszyscy na diecie  Wkurwiam się,"
,,money,"Ref. Właśnie dzisiaj życzę szczęścia Ci, woli walki i zimnej krwi. Właśnie dzisiaj życzę szczęścia Ci,  ciągłej fartji, samych dobrych dni.  I. Z faktem, z fartem, słowa o walki warte Jak my, Bezimienni,"
,,money,"[Małolat] To jest moja pierwsza płyta Posłuchaj tego kurwa na Ajrona bitach Niech to śmiga już na listach To jest rap z boiska, to jest hajs z boiska Za ten hajs ściga nas policja Teraz stawiam na rap,"
,,money,"Komercyjne gnioty Dla mnie bomba Mam full kamer i tłum fanek Bardzo dobrze Kiedy wjeżdżam na scenę ręce do góry Zawiść? - tym gardzę Pięknie to wygląda tylko, że jest inaczej Rapteatr dzisiaj tu i teraz"
,,money,- Czego chcecie o tak późnej godzinie? - Wyspowiada nas ksiądz? - W imię boga nie! - Aaa hahaha... De Puta Madre Matando Gueras N. A. S. znowu kurwa naciera Yo mój rap to furja i agresja Nawet nie wiesz
,,money,"Fenomen i P i H Co nie słychać? Podejdź bliżej Nie jeden za to, że się na wtykał już się nie wyliże Nie jeden też nie wyjdzie, choć, bez ubliżeń poszło To nie życie na gorąco to życie na dorosło Znasz"
,,money,"Peja z Aysmen Rap to nasz byt  Pamiętam dobrze, 80 lata chude, Aysmen postatycza wtedy latał, mijały całe lata ja uznałem go za brata... Dużo się przeszło, dużo sie przeżyło  Dymy się robiło, dużo się"
,,love,"I.    Wiem, że odchodzisz,    Więc nie przeminie dzień.    Chcę być przy tobie,    Choć pare krótkich chwil.    Ty sie usmiechasz,    I mówisz: ""Kocham Cię"".    A ja jednak czuję,    Że dziś opuścisz mnie. Ref. "
,,love,"Prawda jest tam, gdzie jest Jah I niedaleko szukać nam Miłość jest tam, gdzie jest Pan I niedaleko szukać nam Przed nami rzeka Przed nami morze Przed nami pustynia jest Nie ma odwrotu, musimy iść Spotka"
,,love,"Cudne oczka, zgrabny nosek, Słodki uśmiech , piękna twarz! Powiedz mi kochanie proszę, czy mi kiedyś miłość dasz? Bo od tego się zaczyna  Potem razem cały czas  Czary, miłość i pierz yna Pewnie zna to"
,,love,REFREN:  Jeśli w szukaniu Bożej mądrości  Ufać Świętemu Augustynowi Miłość - to wybór drogi miłości I wierność wyborowi.. Czym klęska i czym wielkie brawa Czym leczyć gorycz bezradności  Czym sukces i
,,love,Nie wiedzie się źle Gdy szaro jest co dnia Pamiętaj to że kolorów 7 tęcza ma I choć rzadko tak uśmiechnąć się próbujesz Dopóki mnie masz rozjaśnij twarz Bo ja ci wyczaruje  Zbuduje ci tęczowy most Jasny
,,love,Ta piosenka jest jak pocałunek Na dzień dobry dla ciebie kochanie Żebyś rano  mnie poczęstowała Swym uśmiechem słodkim na śniadanie Tej piosenki energia słoneczna Naładuje baterie miłości Byśmy mogli bez
,,love,"Gdy spotkałam Cię uwierzyłam, że to życie ma już sens Nie sądziłam że taka miłość zdarza się tylko raz Tylko Ty w moich oczach widzisz blask Bo to miłość jest zależna tylko od nas Jak pragnę z Tobą być!  Dziś"
,,love,Gdzieś do mnie szła drzwiami nie trzaskała aby nas nie zbudzić jakby sprawdzić chciała czy wciąż  potrafimy bez nie pół godziny żyć gdzieś nad pierwszą kawą  myśli niespokojne słowa potargane rozpoczęły
,,love,"Brzydka ona,brzydki on.  Mała stacja kiepski bar,  a oni przytuleni jakoś niezwykle tak  jakby się miał utlenić nagle świat.  I gdzieś w jeziorach źrenic  światło na tysiąc par,  w czterech słońcach żar. Gdzieś"
,,love,"Narzekałem, tak mijały mi najlepsze dni, nie wiedziałem czego chce, więc los obijał mnie. Chciałem zmian, więc przyszły zmiany, rzeczy zmieniają się.  Znowu miłość przyszła do mnie, będę kochać nieprzytomnie. Było"
,,money,Obraz szarej codzienności wyczytasz to z tych oczu Nie poraz pierwszy idąc po stromym zboczu Musze przetrwać nie zależnie od nikogo Iść swoją drogą nie dać satysfakcji wrogą Są tacy co pomogą sprostać
,,money,jak bliskie to co wydawało się odległe dużo czasu minęło zanim to dostrzegłem z biegiem lat doświadczeń zmieniłem punkt widzenia zobaczyłem ludzi dążących do zapomnienia od tego co w ich życiu jest naprawdę
,,money,"Ski Skład Parę hien w życiu namawiało do kurestwa Jak myślisz, co wybrałem, być nie mieć to moja kwestia Jak najdalej od takich, którzy chcieli by dorobić Jak pasożyt się podłączyć do umiejętności twoich"
,,money,"Tak się nie robi, nie wiesz o tym ? aa.. Tak się nie robi aa.. Ej ! Pele Ziomek podał Ci dłoń kiedy byłeś na zakręcie, gdy on się potknął obróciłeś sie na pięcie. Nie kiwniesz palcem, jeśli nie dostaniesz"
,,money,"To jest czysta prawda bez żadnych dissów bez kompromisu, komercji artystów piosenkarzy nie mających swoich twarzy co tu się wydarzy, nie wnikam, nie wiem jednego jestem pewien - będę tu do końca ty weź"
,,money,"(Borixon)   Nawet nie wiem czy dla was to co dla mnie jest święte miejsce gdzie dorastam i to jest piękne zapomnieć o tym jest największym błędem byłem tu i będę, wiesz Tu gdzie żyję ja szybko się załatwia"
